uid,location,age
226580,usa,35.0
226581,usa,24.0
226582,usa,39.0
226583,usa,57.0
226584,usa,45.0
226585,usa,53.0
226586,usa,48.0
226587,usa,51.0
226588,united kingdom,26.0
226589,usa,33.0
226590,usa,51.0
226591,usa,53.0
226592,usa,68.0
226593,canada,24.0
226594,usa,42.0
226596,canada,57.0
226598,usa,31.0
226599,usa,39.0
226600,united kingdom,55.0
226601,usa,18.0
226602,usa,51.0
226603,cyprus,29.0
226604,usa,38.0
226606,canada,29.0
226607,germany,17.0
226608,finland,33.0
226610,usa,19.0
226611,usa,50.0
226613,usa,20.0
226614,usa,31.0
226615,usa,19.0
226618,usa,23.0
226619,usa,58.0
226620,usa,28.0
226622,usa,28.0
226624,usa,21.0
226625,usa,30.0
226626,canada,53.0
226627,germany,55.0
226628,usa,50.0
226629,usa,18.0
226631,australia,34.0
226634,usa,28.0
226636,usa,38.0
226637,united kingdom,35.0
226640,australia,29.0
226641,usa,55.0
226643,usa,56.0
226644,usa,51.0
226645,usa,39.0
226646,australia,12.0
226647,spain,28.0
226648,usa,37.0
226649,usa,47.0
226650,singapore,27.0
226651,usa,42.0
226652,usa,24.0
226656,germany,16.0
226658,usa,64.0
226659,netherlands,29.0
226660,canada,39.0
226661,india,29.0
226662,usa,26.0
226663,usa,60.0
226664,new zealand,43.0
226665,usa,56.0
226666,canada,29.0
226667,new zealand,56.0
226668,spain,16.0
226669,usa,43.0
226672,finland,31.0
226673,usa,45.0
226674,usa,32.0
226676,usa,43.0
226677,australia,35.0
226678,usa,29.0
226679,canada,19.0
226680,usa,48.0
226681,usa,53.0
226683,australia,48.0
226685,usa,63.0
226686,usa,34.0
226687,usa,34.0
226688,usa,28.0
226689,usa,54.0
226690,united kingdom,40.0
226691,malaysia,33.0
226692,united kingdom,57.0
226694,usa,57.0
226695,united kingdom,32.0
226696,usa,54.0
226698,usa,59.0
226699,usa,43.0
226701,united kingdom,20.0
226703,usa,20.0
226704,usa,50.0
226705,australia,20.0
226706,canada,45.0
226707,usa,20.0
226708,usa,32.0
226709,usa,33.0
226710,israel,27.0
226711,usa,26.0
226712,usa,19.0
226715,usa,42.0
226716,canada,49.0
226717,united kingdom,45.0
226718,usa,50.0
226719,brazil,24.0
226720,usa,55.0
226721,usa,55.0
226722,usa,57.0
226723,usa,23.0
226727,usa,47.0
226729,usa,40.0
226730,usa,46.0
226732,canada,59.0
226734,usa,27.0
226735,usa,64.0
226736,usa,23.0
226737,usa,57.0
226738,usa,23.0
226740,united kingdom,33.0
226741,singapore,27.0
226742,usa,24.0
226744,usa,37.0
226746,canada,21.0
226747,usa,39.0
226748,usa,46.0
226749,germany,33.0
226750,south africa,46.0
226751,usa,52.0
226753,usa,46.0
226754,usa,33.0
226755,australia,45.0
226756,usa,38.0
226757,usa,29.0
226759,usa,42.0
226761,usa,23.0
226763,usa,34.0
226764,singapore,25.0
226765,usa,61.0
226766,usa,62.0
226767,usa,54.0
226768,usa,54.0
226769,canada,43.0
226770,usa,25.0
226771,usa,45.0
226773,usa,68.0
226774,usa,61.0
226776,united kingdom,26.0
226777,china,27.0
226778,fiji,19.0
226779,usa,13.0
226780,usa,28.0
226782,usa,56.0
226784,jordan,21.0
226785,usa,39.0
226786,usa,53.0
226787,usa,33.0
226790,usa,58.0
226791,usa,50.0
226792,netherlands,28.0
226793,usa,29.0
226794,netherlands,46.0
226796,usa,44.0
226797,australia,49.0
226799,usa,52.0
226800,usa,27.0
226801,usa,54.0
226802,belgium,61.0
226803,united kingdom,28.0
226804,usa,33.0
226805,canada,32.0
226806,usa,49.0
226808,denmark,31.0
226810,usa,25.0
226811,usa,46.0
226812,usa,49.0
226813,spain,16.0
226814,israel,50.0
226815,usa,40.0
226816,switzerland,33.0
226817,usa,30.0
226819,usa,43.0
226820,usa,30.0
226821,united kingdom,19.0
226822,australia,28.0
226824,usa,21.0
226825,usa,68.0
226826,usa,28.0
226827,australia,32.0
226828,usa,34.0
226829,malaysia,21.0
226830,usa,17.0
226832,usa,46.0
226833,usa,16.0
226834,malaysia,26.0
226837,usa,59.0
226838,usa,32.0
226839,usa,23.0
226840,usa,26.0
226841,usa,30.0
226842,usa,56.0
226843,usa,34.0
226844,usa,31.0
226845,usa,17.0
226846,usa,23.0
226848,usa,15.0
226849,usa,35.0
226850,argentina,62.0
226852,slovakia,17.0
226853,usa,18.0
226854,usa,21.0
226855,usa,25.0
226856,usa,37.0
226857,usa,30.0
226858,usa,56.0
226859,usa,27.0
226860,usa,26.0
226861,italy,36.0
226862,italy,26.0
226863,sweden,24.0
226864,italy,23.0
226865,usa,54.0
226866,usa,35.0
226867,canada,33.0
226868,new zealand,31.0
226869,australia,37.0
226871,canada,26.0
226872,canada,35.0
226875,usa,25.0
226876,usa,19.0
226877,usa,19.0
226878,usa,27.0
226880,united kingdom,41.0
226881,united kingdom,50.0
226882,usa,66.0
226883,united kingdom,44.0
226884,usa,36.0
226885,united kingdom,17.0
226886,usa,58.0
226887,canada,33.0
226888,usa,55.0
226889,united kingdom,38.0
226890,england,31.0
226892,usa,55.0
226893,usa,53.0
226894,usa,44.0
226896,usa,39.0
226898,sweden,33.0
226899,usa,21.0
226900,canada,43.0
226901,usa,33.0
226902,usa,34.0
226904,canada,66.0
226905,usa,39.0
226906,usa,38.0
226907,usa,20.0
226908,usa,35.0
226909,usa,24.0
226910,usa,33.0
226911,canada,22.0
226912,usa,27.0
226913,usa,25.0
226914,usa,30.0
226916,canada,35.0
226917,usa,23.0
226919,usa,44.0
226921,usa,25.0
226923,usa,22.0
226924,usa,19.0
226925,usa,32.0
226927,usa,15.0
226928,usa,42.0
226929,usa,62.0
226930,usa,60.0
226931,usa,30.0
226932,usa,53.0
226933,canada,35.0
226934,usa,36.0
226935,usa,17.0
226936,usa,36.0
226938,usa,34.0
226939,usa,17.0
226940,canada,32.0
226941,usa,30.0
226942,australia,34.0
226944,usa,23.0
226947,canada,40.0
226948,usa,23.0
226949,usa,35.0
226951,philippines,40.0
226953,usa,44.0
226954,canada,35.0
226955,canada,34.0
226956,usa,36.0
226958,new zealand,27.0
226962,australia,15.0
226963,germany,25.0
226966,usa,30.0
226967,usa,25.0
226968,usa,31.0
226970,usa,33.0
226971,canada,21.0
226972,canada,57.0
226973,usa,32.0
226974,usa,14.0
226976,orikain,22.0
226978,usa,42.0
226979,australia,22.0
226980,usa,82.0
226981,usa,17.0
226982,usa,40.0
226983,usa,52.0
226985,canada,30.0
226986,usa,36.0
226988,usa,28.0
226989,usa,23.0
226990,usa,35.0
226992,usa,33.0
226994,canada,25.0
226997,usa,57.0
226999,united kingdom,46.0
227000,usa,17.0
227001,usa,54.0
227003,united kingdom,32.0
227004,canada,28.0
227006,australia,36.0
227008,united kingdom,35.0
227009,new zealand,35.0
227010,usa,27.0
227011,usa,17.0
227012,dhaka,48.0
227015,usa,32.0
227016,israel,21.0
227019,usa,28.0
227020,iran,23.0
227022,australia,34.0
227023,france,28.0
227024,united kingdom,42.0
227026,usa,20.0
227027,india,32.0
227028,united arab emirates,26.0
227029,usa,40.0
227030,australia,15.0
227031,australia,33.0
227032,united kingdom,40.0
227033,new zealand,48.0
227034,australia,35.0
227035,united kingdom,38.0
227036,australia,43.0
227037,usa,18.0
227038,united kingdom,43.0
227039,australia,42.0
227040,australia,44.0
227042,united kingdom,20.0
227043,australia,24.0
227044,australia,14.0
227045,united kingdom,31.0
227046,usa,56.0
227047,australia,37.0
227048,australia,22.0
227049,germany,28.0
227050,usa,56.0
227052,usa,39.0
227053,austria,22.0
227055,usa,43.0
227057,usa,28.0
227058,canada,49.0
227061,canada,20.0
227062,usa,39.0
227063,usa,45.0
227066,usa,60.0
227067,spain,22.0
227068,usa,54.0
227069,usa,36.0
227070,usa,49.0
227071,usa,42.0
227074,usa,50.0
227075,canada,20.0
227077,usa,30.0
227079,canada,33.0
227081,usa,17.0
227082,usa,29.0
227083,canada,18.0
227086,usa,22.0
227087,germany,25.0
227089,canada,21.0
227090,usa,52.0
227091,usa,41.0
227093,usa,31.0
227094,usa,49.0
227098,usa,35.0
227099,usa,43.0
227100,france,20.0
227101,canada,56.0
227102,germany,37.0
227103,mauritania,55.0
227104,usa,24.0
227105,usa,24.0
227106,usa,30.0
227108,united kingdom,24.0
227109,usa,39.0
227110,usa,20.0
227113,australia,29.0
227114,usa,51.0
227115,usa,1.0
227116,united kingdom,25.0
227117,canada,42.0
227120,germany,41.0
227121,united kingdom,25.0
227122,usa,42.0
227123,usa,53.0
227124,united kingdom,27.0
227125,usa,27.0
227128,united kingdom,58.0
227129,italy,36.0
227130,usa,17.0
227132,australia,24.0
227134,denmark,17.0
227137,usa,21.0
227138,canada,54.0
227139,ireland,34.0
227140,ireland,28.0
227142,united kingdom,25.0
227143,argentina,23.0
227144,india,57.0
227145,australia,13.0
227147,usa,44.0
227148,united kingdom,44.0
227149,united kingdom,72.0
227150,canada,38.0
227151,usa,20.0
227152,new zealand,19.0
227153,malaysia,16.0
227155,usa,43.0
227158,spain,26.0
227159,united kingdom,41.0
227162,australia,26.0
227163,new zealand,43.0
227165,australia,15.0
227166,portugal,23.0
227167,new zealand,49.0
227169,usa,43.0
227170,united kingdom,26.0
227171,italy,20.0
227172,usa,25.0
227174,canada,22.0
227178,canada,27.0
227179,united kingdom,25.0
227180,germany,29.0
227181,germany,42.0
227182,australia,14.0
227184,usa,56.0
227185,australia,15.0
227187,portugal,21.0
227188,usa,60.0
227189,canada,34.0
227193,cambodia,38.0
227194,nepal,24.0
227196,usa,20.0
227197,romania,24.0
227198,usa,56.0
227199,egypt,19.0
227201,canada,31.0
227203,united kingdom,39.0
227204,usa,52.0
227205,usa,15.0
227206,usa,33.0
227207,usa,41.0
227209,usa,35.0
227211,egypt,42.0
227212,usa,16.0
227215,usa,16.0
227216,india,26.0
227218,united kingdom,49.0
227219,usa,32.0
227220,usa,22.0
227221,usa,15.0
227222,new zealand,45.0
227223,spain,16.0
227224,germany,24.0
227225,fiji,20.0
227226,pakistan,31.0
227227,usa,40.0
227228,usa,74.0
227232,usa,42.0
227233,usa,43.0
227234,usa,26.0
227235,usa,38.0
227236,usa,27.0
227237,usa,49.0
227239,usa,30.0
227240,usa,50.0
227241,usa,34.0
227243,usa,48.0
227244,canada,36.0
227245,usa,55.0
227246,united kingdom,59.0
227247,usa,40.0
227248,usa,28.0
227254,usa,15.0
227255,canada,25.0
227256,usa,26.0
227260,usa,26.0
227261,philippines,19.0
227263,australia,15.0
227264,australia,25.0
227265,australia,54.0
227267,australia,23.0
227268,usa,49.0
227270,usa,22.0
227271,czech republic,34.0
227272,usa,67.0
227273,canada,27.0
227274,usa,47.0
227277,usa,15.0
227278,germany,16.0
227279,singapore,15.0
227280,united kingdom,29.0
227281,usa,41.0
227283,usa,24.0
227284,usa,35.0
227286,usa,30.0
227287,usa,38.0
227288,australia,37.0
227289,usa,51.0
227290,usa,14.0
227291,australia,15.0
227293,usa,26.0
227294,usa,32.0
227296,usa,17.0
227297,usa,22.0
227298,usa,41.0
227299,usa,56.0
227300,usa,41.0
227301,usa,63.0
227303,usa,24.0
227304,usa,43.0
227305,usa,54.0
227307,united kingdom,28.0
227309,canada,62.0
227310,usa,30.0
227311,usa,55.0
227312,usa,48.0
227314,australia,28.0
227315,usa,2.0
227316,usa,56.0
227318,usa,34.0
227319,united kingdom,27.0
227320,usa,24.0
227321,usa,29.0
227322,usa,39.0
227323,italy,20.0
227325,usa,51.0
227326,canada,30.0
227328,canada,58.0
227329,usa,70.0
227330,canada,62.0
227331,united kingdom,26.0
227332,usa,25.0
227333,usa,34.0
227334,usa,24.0
227335,spain,30.0
227336,australia,32.0
227337,usa,31.0
227338,usa,33.0
227339,usa,68.0
227340,usa,30.0
227341,usa,27.0
227342,usa,26.0
227343,usa,56.0
227344,usa,34.0
227345,usa,35.0
227347,usa,53.0
227348,usa,49.0
227350,united kingdom,53.0
227351,usa,46.0
227352,usa,17.0
227353,usa,32.0
227354,usa,55.0
227355,united kingdom,24.0
227356,canada,34.0
227359,usa,44.0
227360,united kingdom,20.0
227361,usa,52.0
227362,united kingdom,26.0
227363,usa,48.0
227364,united kingdom,18.0
227365,canada,21.0
227366,australia,43.0
227367,usa,36.0
227368,usa,28.0
227369,usa,45.0
227370,usa,37.0
227371,usa,52.0
227374,usa,49.0
227375,usa,46.0
227376,usa,31.0
227378,usa,30.0
227379,usa,69.0
227380,canada,18.0
227381,australia,19.0
227389,usa,30.0
227393,usa,64.0
227394,usa,31.0
227395,usa,31.0
227398,usa,28.0
227399,usa,26.0
227401,united kingdom,21.0
227402,australia,14.0
227403,usa,35.0
227405,usa,21.0
227406,usa,24.0
227407,usa,41.0
227408,china,29.0
227409,usa,1.0
227410,usa,27.0
227411,united kingdom,24.0
227412,usa,46.0
227415,usa,48.0
227416,usa,41.0
227417,united kingdom,24.0
227418,usa,38.0
227419,usa,37.0
227421,usa,46.0
227423,usa,26.0
227425,usa,19.0
227426,spain,33.0
227427,australia,31.0
227428,usa,27.0
227429,usa,31.0
227430,usa,44.0
227432,usa,30.0
227433,usa,24.0
227434,usa,48.0
227435,united kingdom,17.0
227437,germany,45.0
227439,canada,21.0
227440,usa,27.0
227441,usa,38.0
227442,usa,50.0
227443,united kingdom,35.0
227445,italy,24.0
227446,usa,29.0
227449,usa,28.0
227450,australia,33.0
227451,usa,32.0
227453,usa,33.0
227454,usa,22.0
227456,usa,36.0
227457,canada,20.0
227458,usa,33.0
227459,usa,28.0
227460,usa,55.0
227461,usa,20.0
227462,usa,46.0
227463,usa,42.0
227464,usa,15.0
227465,usa,43.0
227466,usa,36.0
227468,united kingdom,47.0
227469,usa,49.0
227470,usa,37.0
227471,usa,39.0
227472,usa,20.0
227473,usa,32.0
227474,united kingdom,55.0
227475,italy,18.0
227476,usa,27.0
227478,usa,24.0
227479,usa,24.0
227480,usa,45.0
227481,usa,50.0
227482,usa,70.0
227483,usa,50.0
227484,ukraine,41.0
227485,usa,57.0
227486,usa,40.0
227487,canada,51.0
227489,usa,54.0
227490,usa,44.0
227492,usa,50.0
227494,usa,35.0
227495,usa,33.0
227496,usa,36.0
227497,spain,17.0
227499,usa,33.0
227500,china,26.0
227502,usa,23.0
227503,australia,36.0
227504,germany,23.0
227505,usa,45.0
227506,syria,34.0
227509,germany,32.0
227510,italy,26.0
227511,usa,20.0
227512,spain,21.0
227513,usa,27.0
227514,usa,54.0
227515,australia,61.0
227516,usa,16.0
227518,philippines,26.0
227519,usa,37.0
227521,usa,33.0
227522,canada,40.0
227523,china,18.0
227524,china,18.0
227525,spain,27.0
227526,china,21.0
227527,canada,54.0
227528,netherlands,54.0
227531,united kingdom,33.0
227532,usa,26.0
227534,usa,57.0
227535,germany,28.0
227536,china,21.0
227537,china,17.0
227540,united kingdom,31.0
227541,united kingdom,35.0
227542,canada,36.0
227543,usa,55.0
227545,usa,62.0
227546,spain,34.0
227547,usa,37.0
227550,italy,64.0
227551,usa,53.0
227552,usa,22.0
227553,spain,20.0
227554,usa,21.0
227555,portugal,28.0
227556,new zealand,19.0
227558,usa,51.0
227560,usa,21.0
227561,usa,67.0
227562,usa,57.0
227563,usa,47.0
227564,usa,61.0
227565,usa,50.0
227566,usa,27.0
227569,usa,16.0
227570,usa,51.0
227571,usa,31.0
227572,usa,41.0
227573,italy,47.0
227574,united kingdom,29.0
227575,usa,51.0
227576,usa,47.0
227577,usa,67.0
227578,usa,53.0
227579,usa,29.0
227580,egypt,25.0
227581,usa,28.0
227582,usa,57.0
227583,australia,17.0
227584,usa,22.0
227585,thailand,17.0
227587,australia,29.0
227588,usa,45.0
227590,spain,29.0
227592,usa,44.0
227593,usa,37.0
227594,united kingdom,46.0
227595,usa,44.0
227596,chile,22.0
227597,france,24.0
227598,usa,56.0
227599,sudan,20.0
227600,malaysia,13.0
227601,singapore,20.0
227602,united kingdom,22.0
227603,spain,33.0
227604,usa,38.0
227605,new zealand,47.0
227608,united kingdom,36.0
227609,finland,43.0
227610,usa,45.0
227611,usa,37.0
227613,canada,24.0
227614,united kingdom,42.0
227615,united kingdom,18.0
227616,australia,53.0
227617,usa,49.0
227618,usa,27.0
227619,usa,14.0
227621,canada,33.0
227622,united kingdom,63.0
227623,usa,55.0
227624,united kingdom,28.0
227626,usa,30.0
227627,usa,48.0
227629,usa,14.0
227630,usa,15.0
227631,canada,49.0
227632,usa,55.0
227633,usa,52.0
227636,jamaica,24.0
227637,usa,26.0
227638,usa,31.0
227639,usa,36.0
227640,usa,35.0
227642,usa,22.0
227643,usa,54.0
227644,spain,39.0
227645,spain,38.0
227646,usa,41.0
227647,trinidad and tobago,34.0
227648,usa,25.0
227649,usa,38.0
227650,usa,15.0
227652,united kingdom,41.0
227653,spain,28.0
227655,canada,39.0
227659,usa,29.0
227661,usa,37.0
227662,usa,29.0
227663,usa,51.0
227664,usa,19.0
227665,usa,31.0
227666,united kingdom,20.0
227667,hong kong,18.0
227668,usa,33.0
227669,usa,24.0
227670,usa,27.0
227671,canada,50.0
227673,philippines,25.0
227674,usa,60.0
227676,spain,25.0
227677,spain,25.0
227678,usa,35.0
227679,united kingdom,29.0
227680,usa,24.0
227683,dominica,18.0
227684,switzerland,44.0
227685,bulgaria,25.0
227687,usa,35.0
227688,usa,12.0
227689,usa,32.0
227690,canada,24.0
227691,united kingdom,18.0
227692,usa,17.0
227693,united kingdom,32.0
227694,canada,21.0
227695,usa,20.0
227696,canada,67.0
227697,usa,50.0
227698,usa,31.0
227699,usa,42.0
227700,canada,39.0
227704,usa,26.0
227706,canada,24.0
227707,usa,41.0
227708,usa,18.0
227709,usa,39.0
227710,usa,40.0
227711,usa,26.0
227712,canada,53.0
227713,usa,35.0
227715,usa,35.0
227716,australia,29.0
227717,usa,50.0
227718,usa,45.0
227719,usa,44.0
227720,usa,13.0
227722,malaysia,46.0
227724,germany,23.0
227725,canada,25.0
227726,belgium,35.0
227727,usa,46.0
227729,canada,31.0
227730,usa,29.0
227731,usa,59.0
227732,usa,37.0
227733,usa,33.0
227734,usa,39.0
227735,usa,35.0
227736,usa,39.0
227737,usa,42.0
227738,usa,35.0
227739,usa,43.0
227741,malaysia,29.0
227742,singapore,16.0
227743,usa,32.0
227744,usa,46.0
227745,usa,23.0
227746,usa,36.0
227747,singapore,43.0
227748,usa,46.0
227749,canada,49.0
227750,canada,27.0
227751,usa,33.0
227752,usa,37.0
227753,australia,42.0
227754,usa,30.0
227756,canada,45.0
227757,usa,32.0
227758,usa,61.0
227759,canada,19.0
227760,usa,25.0
227761,usa,28.0
227762,usa,36.0
227763,australia,54.0
227765,usa,55.0
227766,usa,22.0
227767,usa,62.0
227770,usa,35.0
227772,cairo,28.0
227773,usa,22.0
227775,usa,30.0
227776,usa,43.0
227777,united kingdom,34.0
227778,usa,39.0
227779,usa,19.0
227780,usa,25.0
227781,usa,54.0
227782,usa,36.0
227783,usa,48.0
227785,usa,48.0
227786,usa,49.0
227787,usa,52.0
227788,east africa,59.0
227789,usa,25.0
227790,usa,26.0
227792,usa,34.0
227793,usa,53.0
227794,usa,41.0
227795,australia,21.0
227796,usa,43.0
227797,usa,54.0
227798,usa,25.0
227799,usa,33.0
227800,canada,29.0
227801,usa,18.0
227802,usa,33.0
227803,usa,52.0
227804,usa,54.0
227805,canada,49.0
227806,usa,46.0
227807,usa,34.0
227808,usa,53.0
227809,usa,45.0
227810,usa,57.0
227811,usa,31.0
227812,usa,55.0
227813,usa,33.0
227815,usa,118.0
227816,usa,49.0
227817,usa,61.0
227818,usa,19.0
227820,canada,33.0
227821,usa,20.0
227822,italy,41.0
227823,australia,24.0
227824,spain,27.0
227825,united kingdom,12.0
227826,spain,27.0
227827,usa,18.0
227828,united kingdom,20.0
227829,spain,20.0
227830,usa,51.0
227833,usa,22.0
227834,usa,42.0
227838,south africa,43.0
227839,usa,42.0
227840,usa,38.0
227841,australia,36.0
227844,usa,26.0
227845,usa,36.0
227847,usa,32.0
227848,australia,30.0
227849,pakistan,22.0
227852,united kingdom,31.0
227854,usa,21.0
227855,usa,30.0
227856,china,53.0
227857,usa,19.0
227858,usa,38.0
227860,canada,29.0
227862,usa,53.0
227863,usa,40.0
227864,usa,46.0
227866,australia,17.0
227867,canada,18.0
227868,germany,29.0
227869,italy,23.0
227871,spain,23.0
227872,usa,30.0
227875,usa,17.0
227876,australia,53.0
227878,italy,41.0
227879,usa,21.0
227880,new zealand,54.0
227881,canada,16.0
227882,usa,26.0
227885,spain,39.0
227887,usa,26.0
227888,taiwan,50.0
227890,usa,47.0
227891,netherlands,32.0
227892,spain,27.0
227893,usa,19.0
227895,canada,20.0
227897,usa,65.0
227898,malaysia,17.0
227899,usa,63.0
227900,united kingdom,37.0
227901,australia,25.0
227902,philippines,21.0
227903,singapore,39.0
227904,canada,30.0
227905,usa,30.0
227907,usa,24.0
227908,china,32.0
227909,canada,45.0
227910,usa,38.0
227911,usa,25.0
227913,kuwait,33.0
227914,china,30.0
227915,switzerland,41.0
227916,usa,57.0
227917,usa,24.0
227918,u.a.e,23.0
227919,usa,36.0
227921,italy,33.0
227922,canada,21.0
227923,australia,20.0
227924,lee,33.0
227929,usa,39.0
227931,usa,23.0
227932,usa,16.0
227933,usa,31.0
227934,nigeria,18.0
227935,canada,22.0
227936,united kingdom,27.0
227938,usa,44.0
227939,usa,37.0
227940,usa,52.0
227941,usa,20.0
227942,usa,57.0
227944,netherlands,34.0
227946,india,23.0
227947,india,16.0
227948,usa,22.0
227949,usa,49.0
227950,united kingdom,28.0
227951,spain,43.0
227952,usa,19.0
227953,usa,23.0
227954,denmark,33.0
227955,usa,37.0
227956,usa,28.0
227957,canada,59.0
227958,spain,28.0
227959,usa,45.0
227961,usa,54.0
227962,usa,46.0
227963,australia,16.0
227964,united kingdom,29.0
227965,philippines,20.0
227966,usa,29.0
227967,australia,50.0
227968,usa,42.0
227969,italy,23.0
227970,argentina,35.0
227971,chile,56.0
227972,usa,24.0
227973,iran,28.0
227975,argentina,28.0
227978,nigeria,45.0
227979,usa,25.0
227980,australia,50.0
227981,usa,37.0
227982,usa,28.0
227983,ireland,22.0
227984,brazil,20.0
227985,usa,15.0
227986,india,25.0
227987,germany,42.0
227988,united kingdom,18.0
227989,usa,28.0
227990,usa,63.0
227991,mexico,22.0
227992,india,25.0
227993,germany,22.0
227994,usa,42.0
227995,usa,21.0
227996,new zealand,15.0
227997,usa,26.0
227999,usa,66.0
228001,new zealand,27.0
228002,usa,30.0
228003,finland,19.0
228004,usa,55.0
228006,spain,20.0
228007,usa,29.0
228009,usa,52.0
228011,usa,22.0
228012,canada,20.0
228013,netherlands,17.0
228014,usa,57.0
228015,usa,37.0
228016,usa,80.0
228019,usa,38.0
228022,germany,46.0
228025,usa,45.0
228026,mexico,21.0
228027,united kingdom,28.0
228028,italy,29.0
228029,united kingdom,51.0
228030,usa,44.0
228031,portugal,26.0
228032,new zealand,40.0
228033,usa,72.0
228034,germany,27.0
228035,mexico,28.0
228036,usa,49.0
228037,canada,27.0
228038,usa,56.0
228039,usa,30.0
228040,italy,19.0
228041,usa,17.0
228042,canada,39.0
228043,australia,42.0
228044,usa,42.0
228045,italy,60.0
228046,usa,21.0
228048,usa,24.0
228049,united kingdom,43.0
228051,usa,22.0
228052,usa,12.0
228053,usa,39.0
228054,canada,39.0
228055,singapore,28.0
228056,united kingdom,22.0
228057,united kingdom,28.0
228058,usa,22.0
228059,spain,31.0
228060,vietnam,21.0
228061,new zealand,34.0
228062,usa,22.0
228063,usa,65.0
228065,usa,20.0
228066,usa,63.0
228068,usa,55.0
228069,usa,38.0
228070,united kingdom,52.0
228071,united kingdom,44.0
228074,singapore,17.0
228075,israel,47.0
228076,finland,21.0
228077,italy,40.0
228078,usa,26.0
228079,usa,24.0
228080,switzerland,23.0
228081,poland,24.0
228083,united kingdom,31.0
228084,netherlands,17.0
228085,usa,26.0
228086,turkey,39.0
228087,south africa,36.0
228088,malaysia,51.0
228090,germany,20.0
228091,iran,21.0
228092,spain,34.0
228097,canada,50.0
228098,usa,18.0
228099,usa,68.0
228100,usa,24.0
228102,usa,56.0
228103,usa,27.0
228105,usa,57.0
228106,new zealand,22.0
228110,usa,35.0
228112,usa,33.0
228114,usa,28.0
228115,united kingdom,43.0
228116,united kingdom,49.0
228118,usa,19.0
228119,usa,39.0
228120,united kingdom,45.0
228121,usa,67.0
228122,usa,57.0
228124,usa,35.0
228126,canada,43.0
228127,usa,44.0
228130,usa,56.0
228131,usa,41.0
228132,usa,47.0
228133,usa,27.0
228134,new zealand,33.0
228135,usa,65.0
228137,usa,40.0
228138,usa,44.0
228139,united kingdom,22.0
228141,usa,69.0
228142,usa,50.0
228143,israel,60.0
228146,usa,31.0
228147,usa,68.0
228148,usa,31.0
228149,united kingdom,30.0
228150,china,20.0
228151,china,22.0
228152,australia,26.0
228153,usa,66.0
228155,canada,32.0
228156,usa,17.0
228157,germany,17.0
228158,canada,39.0
228159,usa,51.0
228160,usa,40.0
228161,usa,62.0
228162,spain,15.0
228164,portugal,27.0
228165,usa,23.0
228166,usa,36.0
228167,chile,19.0
228168,usa,16.0
228169,usa,37.0
228170,united kingdom,52.0
228172,australia,13.0
228173,canada,19.0
228174,usa,21.0
228175,usa,28.0
228176,australia,16.0
228178,canada,69.0
228179,belgium,49.0
228182,belgium,26.0
228183,germany,36.0
228184,portugal,17.0
228185,germany,27.0
228187,usa,58.0
228188,usa,21.0
228191,usa,25.0
228192,usa,27.0
228193,india,44.0
228194,venezuela,39.0
228195,united kingdom,23.0
228198,usa,27.0
228199,usa,74.0
228200,india,73.0
228201,italy,32.0
228202,germany,30.0
228203,italy,31.0
228204,canada,34.0
228205,canada,43.0
228208,usa,22.0
228209,spain,29.0
228210,australia,59.0
228211,ireland,20.0
228212,canada,27.0
228213,china,25.0
228216,germany,28.0
228219,china,18.0
228220,usa,65.0
228221,usa,24.0
228222,usa,60.0
228224,canada,43.0
228225,usa,19.0
228227,usa,34.0
228228,usa,51.0
228229,usa,27.0
228231,canada,52.0
228232,united kingdom,42.0
228233,israel,26.0
228234,usa,18.0
228235,usa,23.0
228236,canada,29.0
228237,usa,26.0
228238,australia,20.0
228239,canada,27.0
228240,usa,24.0
228241,canada,46.0
228243,usa,39.0
228244,finland,25.0
228246,usa,34.0
228247,france,23.0
228248,indonesia,20.0
228249,usa,20.0
228252,australia,41.0
228254,usa,15.0
228256,australia,14.0
228257,canada,46.0
228258,usa,51.0
228259,usa,60.0
228260,usa,39.0
228261,united kingdom,21.0
228262,germany,25.0
228263,france,51.0
228266,united kingdom,19.0
228269,usa,24.0
228270,usa,54.0
228271,pakistan,20.0
228272,pakistan,20.0
228273,pakistan,26.0
228274,united kingdom,41.0
228275,usa,26.0
228276,germany,31.0
228278,india,40.0
228279,usa,27.0
228281,canada,18.0
228282,italy,16.0
228283,usa,39.0
228284,australia,28.0
228285,netherlands,33.0
228286,usa,19.0
228287,united kingdom,41.0
228288,usa,53.0
228289,united kingdom,41.0
228290,usa,40.0
228291,usa,55.0
228292,canada,14.0
228293,usa,23.0
228294,germany,36.0
228296,australia,60.0
228297,nigeria,17.0
228298,germany,26.0
228299,jersey,36.0
228300,usa,39.0
228301,usa,42.0
228302,usa,25.0
228304,usa,27.0
228305,usa,48.0
228306,usa,61.0
228307,usa,33.0
228308,united kingdom,51.0
228309,usa,53.0
228310,usa,33.0
228312,usa,19.0
228314,australia,21.0
228315,usa,28.0
228316,usa,32.0
228319,usa,62.0
228322,canada,26.0
228324,canada,39.0
228325,usa,35.0
228326,usa,34.0
228328,usa,20.0
228331,united kingdom,23.0
228332,united kingdom,46.0
228333,australia,32.0
228334,usa,53.0
228338,usa,18.0
228339,usa,28.0
228340,usa,23.0
228341,usa,23.0
228342,australia,33.0
228343,canada,51.0
228347,iran,23.0
